startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate,SpRQADet,SpRQALam
0.0,6812.046647044177,308494.55617519177,413943.01730604004,1.5143847156771435,3.798947983635301,11.538461538461538,12.307692307692308
0.498,6765.622058088929,316202.9077719174,413943.01730604004,1.4944253221402133,3.8112522686025407,11.904761904761903,12.698412698412698
0.996,6802.494207808878,315350.6653568953,413943.01730604004,1.4709340020108947,3.85739333722969,11.363636363636363,12.121212121212121
1.494,6543.735603969561,301404.26463172014,410531.96797122224,1.4552593339573872,4.234724742891712,10.714285714285715,11.428571428571429
1.992,6251.734723944659,259634.63096803008,334584.300014691,1.4415857688376361,4.636591478696742,16.216216216216218,10.81081081081081
2.49,6209.108871328236,215582.895252172,313287.824698632,1.433682810884256,5.388471177944862,25.581395348837212,17.44186046511628
2.988,5985.297549415572,185495.75013103613,267034.607121211,1.4310582888238073,6.170598911070781,34.31372549019608,25.49019607843137
3.486,5437.280950339628,113878.17933722604,138304.81876569657,1.4236236058863152,6.558441558441558,34.65346534653465,25.742574257425744
3.984,5312.399109127111,113027.85901879317,138304.81876569657,1.4158986435231917,6.688311688311688,39.320388349514566,32.03883495145631
4.482,5512.431144905207,112807.58823431427,138304.81876569657,1.421182452899892,7.142857142857143,40.45454545454545,30.0
4.98,5532.928779912143,109594.6397747506,138304.81876569657,1.420752685555076,6.8922305764411025,37.72727272727273,29.09090909090909
5.478,5463.256813887276,113557.87068716106,143634.11183996423,1.3535536449781755,6.4935064935064934,40.0,28.0
5.976,5901.868520748307,111317.69071397487,143634.11183996423,1.4393101500707628,7.792207792207792,40.0,23.333333333333336
6.474,6454.059245543883,112248.76577439914,143908.70037747023,1.4886800959009814,7.706766917293233,39.02439024390244,22.764227642276424
6.972,6299.610985740971,107272.85705066287,129905.03821383539,1.477556658032586,8.181818181818182,39.285714285714285,22.22222222222222
7.47,6513.935921045313,117743.60349877026,155666.39882265904,1.4832893405214185,7.864488808227465,39.61538461538462,21.53846153846154
7.968,7068.248092923084,140646.1648449384,202240.11319148992,1.5078840069070587,7.103825136612022,39.61538461538462,21.53846153846154
8.466,7187.952012796906,149512.2636051576,218437.30930943176,1.502699652451101,6.874669487043892,39.61538461538462,21.53846153846154
8.964,8000.6771172196295,150433.6864888186,221334.32926544856,1.5519260794116823,6.994047619047619,39.00709219858156,19.858156028368796
9.462,8199.278537040724,164217.12226305605,243920.1121445467,1.557403399370144,6.806526806526806,42.80821917808219,21.232876712328768
9.96,8167.969234969763,186029.75709735317,321298.36994823,1.563347721067643,6.826923076923077,44.01408450704225,21.830985915492956
10.458,8476.34896214297,219653.33731432355,345560.9293121672,1.557887780918435,6.467661691542289,43.70629370629371,21.678321678321677
10.956,8586.544560926619,244840.01614735278,376682.927258502,1.5778894501112548,6.377204884667571,44.326241134751776,21.98581560283688
11.454,9214.481685114251,240142.64003366767,371132.9436564607,1.6109355743475235,6.42243328810493,44.01408450704225,21.830985915492956
11.952,9027.18646039137,238005.9570965042,356385.0349206119,1.6671866249841751,7.055630936227951,43.910256410256416,21.794871794871796
12.45,8960.18690509018,238897.6679901791,358207.64159464615,1.6835516675973423,7.3270013568521035,48.76543209876543,23.456790123456788
12.948,8819.665678008754,239122.18713389838,353127.0963257544,1.703246093810277,8.018648018648019,51.162790697674424,27.325581395348838
13.446,9060.625120669873,242027.85017885835,348847.47801920417,1.678824525629066,7.960199004975125,50.00000000000001,27.840909090909093
13.944,9045.80351816644,242242.30041109098,348847.47801920417,1.6962365331227933,7.824513794663049,50.86705202312139,28.32369942196532
14.442,9031.862603782856,244743.02155304526,348847.47801920417,1.7121022006885873,7.878787878787879,52.071005917159766,28.994082840236686
14.94,9171.320716348646,247694.325353698,348847.47801920417,1.6901502429887767,7.77928539122569,51.162790697674424,28.48837209302326
15.438,9104.333870327146,250476.90593201228,344753.0050942058,1.681190820532967,7.77928539122569,51.162790697674424,28.48837209302326
15.936,9019.935400428725,259659.64124700057,352817.2681127974,1.6622417428402145,7.550482879719052,51.162790697674424,28.48837209302326
16.434,9453.868541485353,258468.53938336382,347131.2572525307,1.666150967633502,7.506584723441615,51.461988304093566,28.654970760233915
16.932,9439.00376755342,248618.07709977924,316014.68973086553,1.687897383177878,7.506584723441615,51.461988304093566,28.654970760233915
17.43,9369.873308929897,252574.92935656384,316014.68973086553,1.6641123688348163,7.553143374038896,51.79640718562874,29.341317365269457
17.928,9364.398155432522,251344.81647868376,316014.68973086553,1.6122326798964661,7.462686567164179,50.88235294117647,28.823529411764707
18.426,9565.794464209643,256658.0770387701,316014.68973086553,1.665711124758353,7.550482879719052,50.29069767441861,28.48837209302326
18.924,9568.54403621496,258231.37821666844,316014.68973086553,1.677599875977089,7.550482879719052,50.29069767441861,28.48837209302326
19.422,9410.41763689628,256767.73981957187,311444.7155434745,1.660702291250452,7.6821773485513605,49.42857142857142,28.0
19.92,9456.255652832704,257676.19065775047,311444.7155434745,1.656727883186982,7.111501316944688,50.925925925925924,30.24691358024691
20.418,9667.145959234806,253979.3735448153,301790.9071799476,1.6571256332802837,6.672519754170325,51.64473684210527,32.23684210526316
20.916,9840.244978289997,250640.19682396928,301790.9071799476,1.6808230266499187,5.882352941176471,46.64179104477612,26.865671641791046
21.414,9830.769701447805,248774.62262571105,301790.9071799476,1.696117609184546,5.618964003511852,43.75,24.21875
21.912,9929.578153577271,244353.96007050204,299932.55174148356,1.7037208403408528,5.200341005967604,41.39344262295082,22.13114754098361
22.41,10120.705720468846,251258.7257228542,319437.3072465364,1.7408484912015845,4.731457800511509,37.387387387387385,21.62162162162162
22.908,10178.813498782842,260562.78432463843,321995.6687969888,1.7424806297756894,4.472049689440993,38.425925925925924,22.22222222222222
23.406,10150.743256665472,269490.61548432487,340089.4708622317,1.748585451177086,4.26559356136821,39.15094339622642,22.641509433962263
23.904,10522.452686210196,273643.31635124056,352626.06669575884,1.749864207805478,4.147104851330203,39.15094339622642,22.641509433962263
24.402,10403.491948521829,272514.5682480498,361414.01983557525,1.7226017548054198,4.104627766599598,40.68627450980392,23.52941176470588
